asic_1_0_70.FWHM: 164.188
asic_1_0_71.FWHM: 157.386
asic_1_0_72.FWHM: 153.931
asic_1_0_73.FWHM: 162.068
asic_1_0_74.FWHM: 167.703
asic_1_0_75.FWHM: 158.252
asic_1_0_76.FWHM: 156.81
asic_1_0_77.FWHM: 157.53
asic_1_0_78.FWHM: 154.991
asic_1_0_79.FWHM: 161.298
asic_1_0_80.FWHM: 159.102
asic_1_0_81.FWHM: 153.215
asic_1_0_82.FWHM: 146.242
asic_1_0_83.FWHM: 155.508
asic_1_0_84.FWHM: 151.058
asic_1_0_85.FWHM: 154.329
asic_1_0_86.FWHM: 154.669
asic_1_0_87.FWHM: 150.617
asic_1_0_88.FWHM: 151.959
asic_1_0_89.FWHM: 146.001
asic_1_0_90.FWHM: 150.49
asic_1_0_91.FWHM: 148.428
asic_1_0_92.FWHM: 143.172
asic_1_0_93.FWHM: 149.179
asic_1_0_94.FWHM: 148.447
asic_1_0_95.FWHM: 146.902
asic_1_0_96.FWHM: 149.312
asic_1_0_97.FWHM: 144.823
asic_1_0_98.FWHM: 144.036
asic_1_0_99.FWHM: 141.957
asic_1_0_100.FWHM: 144.419
asic_1_0_101.FWHM: 145.574
asic_1_0_102.FWHM: 143.103
asic_1_0_103.FWHM: 149.892
asic_1_0_104.FWHM: 140.717
asic_1_0_105.FWHM: 137.72
asic_1_0_106.FWHM: 145.09
asic_1_0_107.FWHM: 142.037
asic_1_0_108.FWHM: 142.978
asic_1_0_109.FWHM: 140.742
asic_1_0_110.FWHM: 141.212
asic_1_0_111.FWHM: 147.74
asic_1_0_112.FWHM: 136.367
asic_1_0_113.FWHM: 142.409
asic_1_0_114.FWHM: 142.835
asic_1_0_115.FWHM: 147.009
asic_1_0_116.FWHM: 137.707
asic_1_0_117.FWHM: 140.113
asic_1_0_118.FWHM: 138.524
asic_1_0_119.FWHM: 141.815
asic_1_0_120.FWHM: 138.601
asic_1_0_121.FWHM: 138.425
asic_1_0_122.FWHM: 146.726
asic_1_0_123.FWHM: 143.47
asic_1_0_124.FWHM: 142.226
asic_1_0_125.FWHM: 138.307
asic_1_0_126.FWHM: 144.285
asic_1_0_127.FWHM: 146.269
asic_1_1_11.FWHM: 252.619
asic_1_1_12.FWHM: 322.072
asic_1_1_13.FWHM: 295.223
asic_1_1_14.FWHM: 348.291
asic_1_1_15.FWHM: 296.501
asic_1_1_16.FWHM: 285.819
asic_1_1_17.FWHM: 297.377
asic_1_1_21.FWHM: 265.962
asic_1_1_28.FWHM: 183.108
asic_1_1_29.FWHM: 182.479
asic_1_1_30.FWHM: 178.671
asic_1_1_31.FWHM: 179.027
asic_1_1_32.FWHM: 180.513
